Рантайм: 9.0.4
Ярусная компиляция: 0
Готовый машинный код: не задано
Динамический профиль: 0

Партия по 200 вызовов, тики на партию:

  партия   1  11,848
  партия   2  254
  партия   3  254
  партия   4  254
  партия   5  254
  партия   6  255
  партия   7  254
  партия   8  254
  партия   9  254
  партия  10  254
  партия  11  254
  партия  12  254
  партия  13  254
  партия  14  254
  партия  15  254
  партия  16  254
  партия  17  254
  партия  18  254
  партия  19  254
  партия  20  254
  партия  21  254
  партия  22  254
  партия  23  254
  партия  24  254
  партия  25  254
  партия  26  254
  партия  27  332
  партия  28  255
  партия  29  254
  партия  30  254
  партия  31  254
  партия  32  254
  партия  33  255
  партия  34  254
  партия  35  254
  партия  36  254
  партия  37  254
  партия  38  255
  партия  39  254
  партия  40  254

Первая партия: 11848
Последняя партия: 254
Отношение: 46.65
