Рантайм: 8.0.29
Ярусная компиляция: 0
Готовый машинный код: не задано
Динамический профиль: 0

Партия по 200 вызовов, тики на партию:

  партия   1  6,532
  партия   2  126
  партия   3  126
  партия   4  126
  партия   5  126
  партия   6  126
  партия   7  127
  партия   8  126
  партия   9  126
  партия  10  127
  партия  11  126
  партия  12  126
  партия  13  126
  партия  14  128
  партия  15  126
  партия  16  126
  партия  17  126
  партия  18  127
  партия  19  126
  партия  20  126
  партия  21  127
  партия  22  126
  партия  23  126
  партия  24  126
  партия  25  126
  партия  26  126
  партия  27  126
  партия  28  126
  партия  29  127
  партия  30  126
  партия  31  126
  партия  32  127
  партия  33  126
  партия  34  149
  партия  35  127
  партия  36  126
  партия  37  126
  партия  38  125
  партия  39  127
  партия  40  126

Первая партия: 6532
Последняя партия: 126
Отношение: 51.84
