Рантайм: 10.0.5
Ярусная компиляция: 0
Готовый машинный код: не задано
Динамический профиль: 0

Партия по 200 вызовов, тики на партию:

  партия   1  13,584
  партия   2  259
  партия   3  227
  партия   4  207
  партия   5  207
  партия   6  207
  партия   7  208
  партия   8  207
  партия   9  207
  партия  10  218
  партия  11  208
  партия  12  207
  партия  13  207
  партия  14  207
  партия  15  207
  партия  16  208
  партия  17  207
  партия  18  207
  партия  19  208
  партия  20  207
  партия  21  207
  партия  22  208
  партия  23  207
  партия  24  207
  партия  25  208
  партия  26  207
  партия  27  207
  партия  28  207
  партия  29  207
  партия  30  208
  партия  31  207
  партия  32  207
  партия  33  207
  партия  34  207
  партия  35  207
  партия  36  207
  партия  37  207
  партия  38  208
  партия  39  207
  партия  40  207

Первая партия: 13584
Последняя партия: 207
Отношение: 65.62
