Рантайм: 9.0.18
Ярусная компиляция: 0
Готовый машинный код: не задано
Динамический профиль: 0

Партия по 200 вызовов, тики на партию:

  партия   1  11,412
  партия   2  135
  партия   3  180
  партия   4  221
  партия   5  215
  партия   6  221
  партия   7  192
  партия   8  196
  партия   9  264
  партия  10  300
  партия  11  304
  партия  12  302
  партия  13  245
  партия  14  204
  партия  15  203
  партия  16  279
  партия  17  261
  партия  18  331
  партия  19  331
  партия  20  331
  партия  21  312
  партия  22  296
  партия  23  306
  партия  24  304
  партия  25  302
  партия  26  302
  партия  27  297
  партия  28  292
  партия  29  300
  партия  30  305
  партия  31  302
  партия  32  297
  партия  33  304
  партия  34  264
  партия  35  303
  партия  36  301
  партия  37  292
  партия  38  294
  партия  39  267
  партия  40  291

Первая партия: 11412
Последняя партия: 291
Отношение: 39.22
