Рантайм: 9.0.5
Ярусная компиляция: 0
Готовый машинный код: не задано
Динамический профиль: 0

Партия по 200 вызовов, тики на партию:

  партия   1  16,616
  партия   2  244
  партия   3  242
  партия   4  243
  партия   5  242
  партия   6  242
  партия   7  243
  партия   8  242
  партия   9  243
  партия  10  242
  партия  11  243
  партия  12  243
  партия  13  242
  партия  14  243
  партия  15  243
  партия  16  242
  партия  17  242
  партия  18  241
  партия  19  242
  партия  20  292
  партия  21  331
  партия  22  350
  партия  23  241
  партия  24  241
  партия  25  241
  партия  26  242
  партия  27  243
  партия  28  243
  партия  29  242
  партия  30  242
  партия  31  241
  партия  32  243
  партия  33  241
  партия  34  241
  партия  35  243
  партия  36  243
  партия  37  242
  партия  38  241
  партия  39  242
  партия  40  242

Первая партия: 16616
Последняя партия: 242
Отношение: 68.66
